EVENT_ID,NAME_2,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,ID_0,,
9996351,BULLOCH CO., ,5/3/1984,1300,Tornado,0,F2,0,30,2500000,0,GA,CST, , ,C,31, ,0,0, , ,20,200,0, ,0, , ,5/3/1984,1300,32.37,-81.88,32.52,-81.63,,,96,244,,
9994206,COFFEE CO., ,4/18/1969,935,Tornado,0,F2,0,28,2500000,0,GA,CST, , ,C,69, ,0,0, , ,30.8,233,0, ,0, , ,4/18/1969,935,31.43,-83.13,31.57,-82.63,,,97,244,,
5686494,DOOLY CO.,DRAYTON,4/15/1999,920,Tornado, ,F3,0,28,10000000,0,GA,EST, ,1502589,C,93,FFC,0,0,NWS STORM SURVEY, ,14.5,700,2,SW,5,ENE,VIENNA,4/15/1999,930,32.05,-83.97,32.12,-83.72,"An NWS Storm survey showed the tornado touched down along highway 27 at the Flint River near Drayton. The tornado hopped eastward along highway 27, demolishing pecan orchards and barns, before  devastating the town of Vienna. It exited the town between 2 schools, with only minor damage to either. It later crossed I-75 between Georgia highways 27 and 215, blocking the Interstate with debris. The storm lifted a short distance east of there between Noble Gin Road and Smyrna Church Road. The EMA director said 25 percent of homes and businesses were destroyed or severely damaged. Of the 28 injuries the most serious was a broken leg. Newspaper accounts reported 69 houses, 15 mobile homes, and 9 businesses were destroyed. Another 256 homes, 12 churches, 10 mobile homes, and 6 businesses suffered damage. Three apartment complexes were ruined and 70 power poles were ripped from the ground. Around 400 people were left homeless in a town with a population of over 2700.",,98,244,,
10007562,COBB CO., ,3/29/1991,730,Tornado,0,F3,0,25,25000000,0,GA,EST, , ,C,67, ,0,0, , ,5,1320,0, ,0, , ,3/29/1991,730,33.83,-84.65,33.9,-84.58,,,99,244,,
304667,WALKER CO.,HINKLES,4/27/2011,1645,Tornado, ,EF2,0,25,5000000,0,GA,EST-5, ,50924,C,295,FFC,0,0,NWS Storm Survey, ,9.8,1056,2,WSW,1,ENE,SPENCER HILLS,4/27/2011,1657,34.8924,-85.423,34.9531,-85.2666,"This tornado is a continuation of the EF3 tornado that originated in DeKalb county, Alabama, tracked across central Dade county, Georgia, and then across northern Walker county, Georgia before lifting just before reaching the Tennessee line.  The tornado weakened to an EF2 strength before entering Walker county, and continued as an EF2 to EF1 across much of its path within Walker county.  The tornado crossed into Walker county approximately five miles west-southwest of Chattanooga Valley and lifted just west of Fort Oglethorpe near the intersection of U.S. Highway 27 and Georgia Highway 2.  Thousands of trees and dozens of power lines were taken down by the tornado.  Dozens of homes suffered severe damage, especially across the northern part of the county.   Seven homes were completely destroyed.  The most severe damage was noted in the Flintstone area.  While no fatalities occurred within Walker county, there were 25 injuries, mostly at the severely damaged or destroyed homes.  The most severe damage with this tornado occurred in Dade county.||Damage in Walker county consists of seven destroyed homes, 26 with major damage, and 35 with minor damage.||[04/27-04/28/11: Tornado #2, County #2-2, EF2, Dade-Walker, 2011:011].","A highly diffluent, deep upper trough, centered across Texas, took on a negative tilt and began to rotate northeast during this period.  A strong maritime-Pacific (mP) cold front accompanied the upper trough through the mid-south into the southeast from the early morning hours of the 27th to the early morning hours of the 28th.  An intense low-level jet with winds in excess of 70 knots was noted in advance of this system and tracked across the mid-south early on the 27th, across north Alabama and north Georgia into the early morning hours of the 28th.  West-southwest winds aloft were highly diffluent and near 200 mph across this same region.  The strong low-level jet brought unseasonably, warm, moist Gulf air northward in advance of the mP cold front.  Dewpoints in the 70s and maximum temperatures in the 80s combined with the extremely strong low-level and upper jets to create an almost perfect environment for severe thunderstorms and large devastating tornadoes.  Indeed, the tornado outbreak that affected much of the eastern U.S., but particularly the south central and southeastern U.S. during this period, was unprecedented and likely the largest recorded in U.S. history.  The tornado outbreak that accompanied this combination of weather features has been termed the 2011 Super Outbreak, an outbreak even worse than the 1994 and 1974 super tornado outbreaks across the eastern U.S.  The outbreak affected the South Central, Southeast, Midwest, and even the usually less tornado prone Northeastern United States.  Over 330 tornadoes were reported during this outbreak which began on April 25th and continued into the 28th affecting 21 states from Texas to New York.  Even isolated tornadoes were noted in Canada.  Nearly 350 people died from these tornadoes, of which over 230 of these were in Alabama alone.  Four tornadoes on April 27th in Alabama and Mississippi were ranked EF5, the highest tornado damage rating on the Enhanced Fujita Scale.  On average, there is only one EF5 tornado per year in the entire U.S.||Widespread and destructive tornadoes occurred on each day of the outbreak, but April 27th was clearly one of the most prolific and destructive tornado days in U.S. history, probably only surpassed by the Tri-State outbreak of 1925 and the Tupelo-Gainesville outbreak of 1936.  The 24-hour period from 8 am April 27th to 8 a.m. April 28th is listed by the National Oceanic and Atmospheric Administration (NOAA) as the fourth deadliest tornado outbreak in U.S. history, with the 24 hours commencing April 28th at 8 a.m. as the fifth deadliest tornado day in U.S. history.  It has also been determined to be the costliest tornado outbreaks and one of the costliest natural disasters in the U.S., even after adjustments for inflation, with total damages estimated to exceed $10 billion. ||Georgia was heavily impacted by this tornado outbreak, especially the northwest part of the state which bore the brunt of the massive supercell thunderstorms producing killer tornadoes that tracked east-northeast from northern Alabama during the late evening.  All together, there were 15 tornadoes affecting 28 counties within the Peachtree City, Georgia 96-county warning area (CWA) of North and Central Georgia.  All of these occurred within a 24-hour period commencing at 8 am April 27th.  One of these tornadoes was rated an EF4, the first EF4 tornado in Georgia since the Palm Sunday outbreak in 1994.  In addition, there were also four EF3 tornadoes.  Fifteen tornado-related deaths were observed in north and central Georgia, the most tornado-related deaths within the Peachtree City, Georgia forecast area since its inception in 1994.  The previous highest tornado-related death total was 12 on March 20, 1998, when a tornado struck Gainesville, Georgia.||Finally, it should be noted that while the most significant period of severe weather during this outbreak for Georgia was from the afternoon of the 27th through the early morning hours of the 28th, there was an initial round of severe weather across northwest Georgia early on the 27th as a decaying line of severe thunderstorms moved into the region from northeast Alabama.  Widespread wind damage and even a few brief weaker tornadoes accompanied this system into the northwest counties of the state.",100,244,,
305917,BARTOW CO.,CASSVILLE,4/27/2011,2020,Tornado, ,EF3,0,25,15000000,0,GA,EST-5, ,50924,C,15,FFC,0,0,NWS Storm Survey, ,15.18,880,2,NW,3,SE,FUNKHOUSER,4/27/2011,2041,34.2703,-84.8674,34.4009,-84.6534,"A damage survey conducted by the National Weather Service Forecast Office in Peachtree City and the Cherokee County Emergency Management Director confirmed that a second and stronger EF3 tornado touched down approximately five miles northeast of Kingston, then tracked across extreme northwest Cherokee and into Pickens county, lifting seven miles west of Jasper.  This tornado was spawned by the same thunderstorm supercell that had earlier resulted in an EF2 tornado that tracked from Cherokee county, Alabama across northwest Polk, southern Floyd, and into western Bartow county before lifting approximately four miles southwest of Kingston.  The total path length of this tornado was 23 miles across the three Georgia counties.  Slightly over 15 miles of this path was within Bartow county.  The tornado had a maximum path width of 1/2 mile and maximum winds estimated to be 150 mph.  Extensive damage was observed across north central and northeast Bartow county to homes.  A total of 40 homes were destroyed with 240 others suffering minor damage.  Several chicken houses near Interstate-75 were destroyed as well as several outbuildings.  Damage was most extensive in the Crowe Springs Road area of Bartow county, approximately five miles northwest of White and north of Cassville.  Hundreds of trees and many power lines were also down along the tornado path.  Twenty-five injuries were observed in Bartow county, nearly all at the severely damaged or destroyed homes.  No fatalities were reported within Bartow county from either tornado.||[04/27-04/28/11: Tornado #6, County #1-3, EF3, Bartow-Cherokee-Pickens, 2011:015].","A highly diffluent, deep upper trough, centered across Texas, took on a negative tilt and began to rotate northeast during this period.  A strong maritime-Pacific (mP) cold front accompanied the upper trough through the mid-south into the southeast from the early morning hours of the 27th to the early morning hours of the 28th.  An intense low-level jet with winds in excess of 70 knots was noted in advance of this system and tracked across the mid-south early on the 27th, across north Alabama and north Georgia into the early morning hours of the 28th.  West-southwest winds aloft were highly diffluent and near 200 mph across this same region.  The strong low-level jet brought unseasonably, warm, moist Gulf air northward in advance of the mP cold front.  Dewpoints in the 70s and maximum temperatures in the 80s combined with the extremely strong low-level and upper jets to create an almost perfect environment for severe thunderstorms and large devastating tornadoes.  Indeed, the tornado outbreak that affected much of the eastern U.S., but particularly the south central and southeastern U.S. during this period, was unprecedented and likely the largest recorded in U.S. history.  The tornado outbreak that accompanied this combination of weather features has been termed the 2011 Super Outbreak, an outbreak even worse than the 1994 and 1974 super tornado outbreaks across the eastern U.S.  The outbreak affected the South Central, Southeast, Midwest, and even the usually less tornado prone Northeastern United States.  Over 330 tornadoes were reported during this outbreak which began on April 25th and continued into the 28th affecting 21 states from Texas to New York.  Even isolated tornadoes were noted in Canada.  Nearly 350 people died from these tornadoes, of which over 230 of these were in Alabama alone.  Four tornadoes on April 27th in Alabama and Mississippi were ranked EF5, the highest tornado damage rating on the Enhanced Fujita Scale.  On average, there is only one EF5 tornado per year in the entire U.S.||Widespread and destructive tornadoes occurred on each day of the outbreak, but April 27th was clearly one of the most prolific and destructive tornado days in U.S. history, probably only surpassed by the Tri-State outbreak of 1925 and the Tupelo-Gainesville outbreak of 1936.  The 24-hour period from 8 am April 27th to 8 a.m. April 28th is listed by the National Oceanic and Atmospheric Administration (NOAA) as the fourth deadliest tornado outbreak in U.S. history, with the 24 hours commencing April 28th at 8 a.m. as the fifth deadliest tornado day in U.S. history.  It has also been determined to be the costliest tornado outbreaks and one of the costliest natural disasters in the U.S., even after adjustments for inflation, with total damages estimated to exceed $10 billion. ||Georgia was heavily impacted by this tornado outbreak, especially the northwest part of the state which bore the brunt of the massive supercell thunderstorms producing killer tornadoes that tracked east-northeast from northern Alabama during the late evening.  All together, there were 15 tornadoes affecting 28 counties within the Peachtree City, Georgia 96-county warning area (CWA) of North and Central Georgia.  All of these occurred within a 24-hour period commencing at 8 am April 27th.  One of these tornadoes was rated an EF4, the first EF4 tornado in Georgia since the Palm Sunday outbreak in 1994.  In addition, there were also four EF3 tornadoes.  Fifteen tornado-related deaths were observed in north and central Georgia, the most tornado-related deaths within the Peachtree City, Georgia forecast area since its inception in 1994.  The previous highest tornado-related death total was 12 on March 20, 1998, when a tornado struck Gainesville, Georgia.||Finally, it should be noted that while the most significant period of severe weather during this outbreak for Georgia was from the afternoon of the 27th through the early morning hours of the 28th, there was an initial round of severe weather across northwest Georgia early on the 27th as a decaying line of severe thunderstorms moved into the region from northeast Alabama.  Widespread wind damage and even a few brief weaker tornadoes accompanied this system into the northwest counties of the state.",101,244,,
673016,TURNER CO.,HOBBY,1/22/2017,1550,Tornado, ,EF3,0,25,5000000,0,GA,EST-5, ,112358,C,287,TAE,0,0,NWS Storm Survey, ,18.5,2200,5,NW,4,NW,REBECCA,1/22/2017,1609,31.7096,-83.7969,31.8478,-83.5272,"This is a continuation of the EF3 tornado from Worth and Dougherty counties. The tornado entered Turner County along and north of Son Story Road with max winds estimated around 150 mph. Damage to a frame home along Ireland road was consistent with EF3 damage. Additional EF2 damage was found along this road. There was also some evidence for multiple vortices near the intersection of Ireland Road and U.S. 41. Additional EF3 damage was observed on King Burgess Circle where a large frame house was severely damaged and multiple mobile homes were destroyed. The tornado continued northeast across Interstate 75 causing EF2 damage to several frame homes and mobile homes. Tree damage diminished as the tornado approach the Wilcox county line, suggesting that the tornado temporarily weakened. The Turner county emergency manager said up to 25 people were injured in Turner county.  Damage cost was estimated.","A multi-day severe weather event struck the southeast January 21-22, 2017 with three rounds of severe weather moving through the area. The first round of severe weather started during the mid-morning hours on Saturday, January 21, 2017 as a squall line pushed into southeast Alabama and the Florida panhandle. As it pushed eastward nine warnings were issued with a total of 18 damaging wind reports (trees and power lines downed) related to these storms. ||After a brief lull during Saturday evening as the aforementioned squall line washed out near the Gulf Coast, strong southerly flow returned late Saturday night as a warm front pushed northward across the Florida Big Bend and southern Georgia. Initially with this late Saturday night to early Sunday morning event, a strong supercell moved across southern Georgia producing a tornado that moved across Thomas and northern Brooks Counties. This was the first tornado across the area with this multi- day event. From the same supercell that produced the tornado in Thomas and northern Brooks Counties, another tornado developed that tracked across Brooks, Berrien and Cook Counties and this tornado resulted in 11 fatalities. This overnight into early Sunday morning event produced one more tornado, an EF-1 that struck Lowndes County. ||A final round of severe weather moved through Sunday afternoon as a warm front continued to push northward into southeast Alabama and southern Georgia while the main low and trailing cold front pushed eastward across the Florida panhandle and offshore regions. This afternoon round of supercells first produced a tornado in Henry County, AL. An hour and a half after the Henry County tornado, two more tornadoes developed, an EF-2 that struck Clay, Randolph and Calhoun Counties (Georgia) and an EF-1 tornado that hit Franklin County, FL. After this, a long tracked tornado (track length of more than 70 miles) moved across Albany (Dougherty County) and into Worth and Turner Counties, causing extensive damage and five fatalities. ||Overall this multi-day event resulted in seven tornadoes, 16 deaths and numerous injuries. Three days of damage surveys were conducted to rate the tornadoes on the Enhanced Fujita scale.",102,244,,
9996319,COWETA CO., ,3/5/1989,2112,Tornado,0,F3,0,23,25000000,0,GA,EST, , ,C,77, ,0,0, , ,14,120,0, ,0, , ,3/5/1989,2112,33.28,-84.83,33.42,-84.68,,,103,244,,
9993448,HALL CO., ,12/13/1973,1120,Tornado,0,F3,0,21,2500000,0,GA,CST, , ,C,139, ,0,0, , ,9.5,200,0, ,0, , ,12/13/1973,1120,34.3,-83.87,34.3,-83.7,,,104,244,,
10000285,ELBERT CO., ,3/31/1954,1525,Tornado,0,F2,0,20,250000,0,GA,CST, , ,C,105, ,0,0, , ,7.7,200,0, ,0, , ,3/31/1954,1525,34.15,-83.07,34.17,-82.93,,,105,244,,
10008225,PIERCE CO., ,3/3/1991,530,Tornado,0,F1,0,20,0,0,GA,EST, , ,C,229, ,0,0, , ,1.5,73,0, ,0, , ,3/3/1991,530,31.23,-82.28, , ,,,106,244,,
9995632,BURKE CO., ,1/13/1972,1440,Tornado,0,F3,0,19,2500000,0,GA,CST, , ,C,33, ,0,0, , ,25,400,0, ,0, , ,1/13/1972,1440,32.92,-82.25,33.08,-81.87,,,107,244,,
1079333,PIKE CO.,HOLLONVILLE,1/12/2023,1610,Tornado, ,EF3,0,18,0,0,GA,EST-5, ,177365,C,231,FFC,0,0,NWS Storm Survey, ,30.98,2200,1,WSW,3,NNE,BEEKS,1/12/2023,1615,33.1654,-84.4785,33.208,-84.408,"New high resolution areal imagery in concert with a reanalysis of radar data, areal surveys and ground surveys it has been determined that there were multiple tornadoes on the ground simultaneously in southwest Spalding and Northwestern Pike Counties as well as crossing tornado paths. The tornadoes were part of a larger mesocyclone which can be traced west all the way back to the Selma Alabama tornado. Our analysis determined that this tornado would become the dominant circulation which impacted Griffin and much of Spalding County and Southern Henry County. The tornado first touched down in Northwest Pike County along HWY 362 west of Irish Hill Drive where a few trees were snapped and uprooted and quickly increased in intensity to EF1 as it crossed Kings Bridge Road, Huff Creek Rd and Scott Road where numerous trees were snapped and uprooted. As the storm crossed Blanton Mill Road more severe damage was noted both on the ground and areal survey and it was determined that EF2 damage was present in the area around Nunnally Rd and Bethany Road where widespread snapping of trees occurred and a few structures were severely damaged. However, the updated analysis shows that this area also experienced crossing tornado paths both from this tornado and another which struck the area approximately 2 minutes later. The combination of the 2 paths likely resulted in more intense damage indicators. As the storm continued north into southern Spalding County, the circulation briefly weakened causing only sporadic low end EF0 damage northward along Scott Barch Road. It should also be noted that this circulation would pass into southern Spalding County along Scott Barch Road just 2 minutes ahead of another EF1 tornado to cross its path coming in from the west. The tornado continued north crossing Scott Barch Road and uprooting trees in an area south of Blanton Mill Road. Per both radar data and damage on the ground the tornado would pivot within the larger mesocyclone in an area north of Blanton Mill and begin its track east crossing Rover Zetlla Road destroying a barn. It was near this point the tornado and the wind damage would significantly increase as the tornado was intensifying rapidly. The tornado would quickly reach peak intensity of 150-155 mph and several homes were completely destroyed along Kendall Drive and West Road. 2 homes in particular were noted to be completely destroyed down to the foundation however further inspection of the homes revealed that the walls were not anchored fully anchored into the concrete thus a higher rating could not be determined from those homes. The resident of one of those homes rode out the storm in his bathtub, however the bathtub and all plumbing fixtures were torn away from the slab and tossed into the nearby woods. The survivor of the home was miraculously uninjured and got out to help neighbors. Further west along Kendall Drive several homes were also completely destroyed with several others suffering major damage thus the EF3 rating. The damage along West Road in particular garnered a slight upgrade in the wind speed to high end EF3 damage per a reanalysis. Major to severe damage was also noted along Maloy Road, Hwy 16, areas around Griffin High School, The club at Shoal Creek and North Pine Hill Road. As the tornado approached Hwy 19, per UGA faculty, the UGA facility at Dempsey Farm recorded a wind speed of 81.1 mph before the anemometer/wind combo instrument blew off the tower. The tornado continued ENE through the community of Experiment to the NW of the town of Griffin crossing HWY 92 where numerous business and homes suffered damage either from wind or fallen trees consistent with EF0 through EF1 damage. A weather instrument on the south end of the tornado swath at the UGA Griffin Campus recorded a 73.9 mph wind gust as the storm passed by. Damage in the area was consistent with EF0 type wind damage. The tornado struck a Hobby Lobby building in an around Experiment St and Hwy 92 which suffered severe damage to the roof, and exterior walls on the northeast side. Damage to the building was consistent with EF2 winds of approximately 130 mph. The tornado continued Northeast through the northside of Griffin with mostly EF0-EF1 type wind damage. Pockets of more severe damage were noted along Northside Drive and McIntosh Road consistent with high end EF1 damage. The tornado continued northeast crossing Smoak Road and N. McDonough road where it was noted both on the ground and from the air that the circulation weakened and the damage become more sporadic in nature particularly the area from Amelia rd eastward to I75 in southern Henry County. Once the circulation crossed I75 intensity of the tornado increased to a mid to high end EF1 with damage in the city of Locust Grove. The tornado crossed LG Griffin Road where it impacted numerous homes in a subdivision and snapped or uprooted trees. The storm crossed Stanley K Tanger Road and through another neighborhood affecting several homes including some high end EF1 damage. As the storm crossed Hwy 23 numerous trees were snapped or uprooted and a new TDS appeared on radar. The tornado continued NE across Jackson St, Grove Park Drive, Skyland Dr, S. Unity Grove Road and S Ola grove road snapping and uprooting trees as well as causing EF0 or in some cases EF1 damage to homes. The storm continued ENE snapping and uprooting trees through Peaksville Road where it shortly there after become less defined and eventually merged with the circulation/tornado ongoing to the south in the Jenkinsburg area.","A line of strong thunderstorms moved into north and central Georgia during the afternoon through the evening on Thursday, January 12th and spawned numerous tornadoes, including several that were long track and significant. Ahead of this line, a few supercells also spawned tornadoes in portions of central and eastern Georgia.  Upon further examination of radar data and high resolution areal imagery, it was found that several tornadoes rotated around and within a larger vortex and caused the widespread damage in the area near Griffin GA, over 2 miles wide in some cases.  |The result was that as many as 4 tornadoes were on the ground simultaneously in SW Spalding County, which were rotating around the larger circulation, merging together in several cases and crossing paths. The presence of 3 mergers was identified in the reanalysis. Additional analysis revealed that wind speeds in the EF3 storm reached|as high as 155mph or high end EF3.  This confirmed a total of 14 tornadoes, including 10 which resulted from the same storm/larger mesocyclone.",108,244,,
1079334,SPALDING CO.,BLANTONS MILL,1/12/2023,1615,Tornado, ,EF3,0,18,0,0,GA,EST-5, ,177365,C,255,FFC,0,0,NWS Storm Survey, ,30.98,2200,2,ESE,2,NW,STEELES MILL,1/12/2023,1635,33.208,-84.408,33.319,-84.151,"New high-resolution areal imagery in concert with a reanalysis of radar data, areal surveys and ground surveys it has been determined that there were multiple tornadoes on the ground simultaneously in southwest Spalding and Northwestern Pike Counties as well as crossing tornado paths. The tornadoes were part of a larger mesocyclone which can be traced west all the way back to the Selma Alabama tornado. Our analysis determined that this tornado would become the dominant circulation which impacted Griffin and much of Spalding County and Southern Henry County. The tornado first touched down in Northwest Pike County along HWY 362 west of Irish Hill Drive where a few trees were snapped and uprooted and quickly increased in intensity to EF1 as it crossed Kings Bridge Road, Huff Creek Rd and Scott Road where numerous trees were snapped and uprooted. As the storm crossed Blanton Mill Road more severe damage was noted both on the ground and areal survey and it was determined that EF2 damage was present in the area around Nunnally Rd and Bethany Road where widespread snapping of trees occurred and a few structures were severely damaged. However, the updated analysis shows that this area also experienced crossing tornado paths both from this tornado and another which struck the area approximately 2 minutes later. The combination of the 2 paths likely resulted in more intense damage indicators. As the storm continued north into southern Spalding County, the circulation briefly weakened causing only sporadic low end EF0 damage northward along Scott Barch Road. It should also be noted that this circulation would pass into southern Spalding County along Scott Barch Road just 2 minutes ahead of another EF1 tornado to cross its path coming in from the west. The tornado continued north crossing Scott Barch Road and uprooting trees in an area south of Blanton Mill Road. Per both radar data and damage on the ground the tornado would pivot within the larger mesocyclone in an area north of Blanton Mill and begin its track east crossing Rover Zetlla Road destroying a barn. It was near this point the tornado and the wind damage would significantly increase as the tornado was intensifying rapidly. The tornado would quickly reach peak intensity of 150-155 mph and several homes were completely destroyed along Kendall Drive and West Road. 2 homes in particular were noted to be completely destroyed down to the foundation however further inspection of the homes revealed that the walls were not anchored fully anchored into the concrete thus a higher rating could not be determined from those homes. The resident of one of those homes rode out the storm in his bathtub, however the bathtub and all plumbing fixtures were torn away from the slab and tossed into the nearby woods. The survivor of the home was miraculously uninjured and got out to help neighbors. Further west along Kendall Drive several homes were also completely destroyed with several others suffering major damage thus the EF3 rating. The damage along West Road in particular garnered a slight upgrade in the wind speed to high end EF3 damage per a reanalysis. Major to severe damage was also noted along Maloy Road, Hwy 16, areas around Griffin High School, The club at Shoal Creek and North Pine Hill Road. As the tornado approached Hwy 19, per UGA faculty, the UGA facility at Dempsey Farm recorded a wind speed of 81.1 mph before the anemometer/wind combo instrument blew off the tower. The tornado continued ENE through the community of Experiment to the NW of the town of Griffin crossing HWY 92 where numerous business and homes suffered damage either from wind or fallen trees consistent with EF0 through EF1 damage. A weather instrument on the south end of the tornado swath at the UGA Griffin Campus recorded a 73.9 mph wind gust as the storm passed by. Damage in the area was consistent with EF0 type wind damage. The tornado struck a Hobby Lobby building in an around Experiment St and Hwy 92 which suffered severe damage to the roof, and exterior walls on the northeast side. Damage to the building was consistent with EF2 winds of approximately 130 mph. The tornado continued Northeast through the northside of Griffin with mostly EF0-EF1 type wind damage. Pockets of more severe damage were noted along Northside Drive and McIntosh Road consistent with high end EF1 damage. The tornado continued northeast crossing Smoak Road and N. McDonough road where it was noted both on the ground and from the air that the circulation weakened and the damage become more sporadic in nature particularly the area from Amelia rd eastward to I75 in southern Henry County. Once the circulation crossed I75 intensity of the tornado increased to a mid to high end EF1 with damage in the city of Locust Grove. The tornado crossed LG Griffin Road where it impacted numerous homes in a subdivision and snapped or uprooted trees. The storm crossed Stanley K Tanger Road and through another neighborhood affecting several homes including some high end EF1 damage. As the storm crossed Hwy 23 numerous trees were snapped or uprooted and a new TDS appeared on radar. The tornado continued NE across Jackson St, Grove Park Drive, Skyland Dr, S. Unity Grove Road and S Ola grove road snapping and uprooting trees as well as causing EF0 or in some cases EF1 damage to homes. The storm continued ENE snapping and uprooting trees through Peaksville Road where it shortly thereafter become less defined and eventually merged with the circulation/tornado ongoing to the south in the Jenkinsburg area.","A line of strong thunderstorms moved into north and central Georgia during the afternoon through the evening on Thursday, January 12th and spawned numerous tornadoes, including several that were long track and significant. Ahead of this line, a few supercells also spawned tornadoes in portions of central and eastern Georgia.  Upon further examination of radar data and high resolution areal imagery, it was found that several tornadoes rotated around and within a larger vortex and caused the widespread damage in the area near Griffin GA, over 2 miles wide in some cases.  |The result was that as many as 4 tornadoes were on the ground simultaneously in SW Spalding County, which were rotating around the larger circulation, merging together in several cases and crossing paths. The presence of 3 mergers was identified in the reanalysis. Additional analysis revealed that wind speeds in the EF3 storm reached|as high as 155mph or high end EF3.  This confirmed a total of 14 tornadoes, including 10 which resulted from the same storm/larger mesocyclone.",109,244,,
